"","test.user_id_str"
"1",1229169525339365376
"2",3015903236
"3",1195186677100285952
"4",2950729390
"5",260101360
"6",784780369077862400
"7",1078528115834535936
"8",836102763931025408
"9",1101790741599268864
"10",969581790280155136
"11",114395176
"12",2263754155
"13",1210835445803712512
"14",99455091
"15",43865533
"16",3900871457
"17",3900871457
"18",82600424
"19",498871209
"20",2327753424
"21",889643403109171200
"22",447596163
"23",176315627
"24",157767580
"25",949852563704180736
"26",1156001852
"27",1089076532
"28",2937934509
"29",3886616413
"30",404290687
"31",1062626237040840704
"32",2989431037
"33",559345507
"34",1238467680773894144
"35",3121166859
"36",4288453459
"37",946508968255356928
"38",810884885883813888
"39",975359189852684288
"40",1208805743434108928
"41",776505171404656640
"42",1096566492
"43",1198444249231974400
"44",1240811717036134400
"45",1209483563294326784
"46",931127706946699264
"47",797307257159610368
"48",1240811717036134400
"49",1948597412
"50",2829326083
"51",120840608
"52",1168538567355723776
"53",3166203386
"54",1134833272502906880
"55",1376337146
"56",1085477322117898240
"57",1085477322117898240
"58",350502624
"59",70167875
"60",2472162835
"61",1097361789283487744
"62",1190492439934459904
"63",1190492439934459904
"64",943314072639913984
"65",871692398254059520
"66",871692398254059520
"67",945014782934974464
"68",1102450032312082432
"69",1214825381599088640
"70",1.173591245312e+18
"71",2331732625
"72",1398793417
"73",1050324557154811904
"74",1170700665108086784
"75",1099963117432332288
"76",2325059150
"77",886873769503072256
"78",3649771693
"79",350502624
"80",1128543201596399616
"81",1228278002
"82",1228278002
"83",493965369
"84",1059837714869182464
"85",1065945870082789376
"86",1065945870082789376
"87",2340187291
"88",2340187291
"89",1001808867033042944
"90",767309798
"91",1104958355649355776
"92",1104958355649355776
"93",170616732
"94",383159277
"95",870953412212514816
"96",819134181984915456
"97",1323343704
"98",2929530305
"99",1208985695932403712
"100",870953412212514816
"101",3181984969
"102",1101324567270711296
"103",1208985695932403712
"104",786871684552941568
"105",942743434023931904
"106",984503504604729344
"107",873631029126283264
"108",4288453459
"109",543371576
"110",1208005938612846592
"111",3299888586
"112",2530665835
"113",1205720846582501376
"114",841839515840970752
"115",30522255
"116",1224297230904909824
"117",1229088330429583360
"118",203117688
"119",764379657818996736
"120",406819179
"121",3065294059
"122",947866404111314944
"123",557494323
"124",1679686394
"125",574514670
"126",1126485359318032384
"127",628944839
"128",782117151775666176
"129",407023200
"130",1234201457613844480
"131",1198208899
"132",3761355192
"133",132502520
"134",1206802084667899904
"135",225470835
"136",701715847018975232
"137",42005140
"138",31365393
"139",1236294700761354240
"140",1188411580137951232
"141",1000836204248498176
"142",1192862113456218112
"143",1132952035928809472
"144",275450919
"145",440734715
"146",440734715
"147",229872148
"148",952038726615515136
"149",2943810326
"150",1677182336
"151",2992259190
"152",2807733361
"153",932255204489117696
"154",1353656208
"155",67850636
"156",1236877745356824576
"157",42904542
"158",1061211762509275136
"159",144131633
"160",28579843
"161",312182094
"162",106478051
"163",4862260460
"164",2556901272
"165",766929949995503616
"166",22141346
"167",1948670058
"168",3844854453
"169",170080096
"170",363108890
"171",71045999
"172",828678852473929728
"173",1161231250004283392
"174",3219866088
"175",1112948187701145600
"176",865196064638476288
"177",101795843
"178",19264063
"179",16585101
"180",2757695505
"181",53745076
"182",1240767163306315776
"183",938152602935726080
"184",763535015233847296
"185",895447267246612480
"186",1230766504209080320
"187",1215318833864552448
"188",796899745889402880
"189",35127816
"190",27185670
"191",1140810195653632000
"192",132427090
"193",1225872298248462336
"194",284321286
"195",3233951743
"196",866761563394494464
"197",837075744887033856
"198",768520115214090240
"199",912022244808732672
"200",2942151928
"201",947271257149583360
"202",82616432
"203",60629480
"204",719927633744633856
"205",3003760983
"206",800007052286312448
"207",882817812
"208",49132145
"209",1167182073523769344
"210",928452443788083200
"211",23341972
"212",15656004
"213",1198208899
"214",14554486
"215",2806357274
"216",313342325
"217",538503975
"218",77143250
"219",3280987040
"220",822662332727918592
"221",937502498109173760
"222",4501033752
"223",727137760574857216
"224",814245152944427008
"225",860882442
"226",834991123529621504
